table_id,编  码,品目名称,说  明,品目类别
table_1,A02051904,往复泵,包括机动往复清水(油)泵、机动往复化工泵、机动往复杂质泵、机动往复上充泵、机动往复注水泵、机动往复增压泵、蒸汽往复泵、液动往复泵、气动隔膜泵、试压泵、计量泵、手动泵等。,货物
table_1,A02051905,回转泵,包括螺杆泵、滑片泵、叶片泵、外环流活塞泵、内环流活塞泵、环形隔膜泵、三无转子泵、软管泵、齿轮泵、摆线泵、射流泵、水轮泵、高速切线泵、水锤泵、气体升液泵等。,货物
table_1,A02051906,旋涡泵,包括单级旋涡泵、多级旋涡泵、离心旋涡泵等。,货物
table_1,A02051907,真空泵,包括容积式真空泵、动量传输真空泵、捕集式真空泵等。,货物
table_1,A02051999,其他泵,,货物
table_1,A02052000,风机,,货物
table_1,A02052001,离心式风机,,货物
table_1,A02052002,轴流风机,,货物
table_1,A02052003,螺杆式风机,,货物
table_1,A02052099,其他风机,,货物
table_1,A02052100,气体压缩机,,货物
table_1,A02052101,离心式压缩机,,货物
table_1,A02052102,轴（混）流式压缩机,,货物
table_1,A02052103,往复式压缩机,,货物
table_1,A02052104,螺杆式压缩机,包括单螺杆压缩机、(双)螺杆压缩机、三螺杆压缩机等。,货物
table_1,A02052105,刮板式压缩机,,货物
table_1,A02052106,液环压缩机,,货物
table_1,A02052199,其他气体压缩机,,货物
table_1,A02052200,气体分离及液化设备,,货物
table_1,A02052201,空气分离设备,,货物
table_1,A02052202,稀有气体提取设备,,货物
table_1,A02052203,工业气体分离设备,,货物
table_1,A02052204,气体液化设备,包括氦液化设备、氢液化设备、氮液化设备、氖液化设备、制氧机、天然气液化设备等。,货物
table_1,A02052205,车装气体分离设备,,货物
table_1,A02052299,其他气体分离及液化设备,,货物
table_1,A02052300,制冷空调设备,,货物
table_1,A02052301,制冷压缩机,包括制冷压缩机、制冷压缩机组、制冷压缩冷凝机组、冷藏运输用制冷机组、冷水机组、水源热泵机组、低温液体冷却机组、其他制冷压缩机与成套机组。,货物
table_1,A02052302,冷库制冷设备,,货物
table_1,A02052303,冷藏箱柜,包括冷藏集装箱、食品冷藏柜、食品冷藏陈列柜等。,货物
table_1,A02052304,制冰设备,包括制非食用冰设备、平板冻结机、流态化速冻设备、冻干机等。,货物
table_1,A02052305,空调机组,含多联式、一拖多式空调机组。,货物
table_1,A02052306,恒温机、恒温机组,,货物
table_1,A02052307,去湿机组,,货物
table_1,A02052308,加湿机组,,货物
table_1,A02052309,专用制冷空调设备,包括列车空调机组，汽车空调机组，机房用空调机组，恒温、恒湿精密空调等。,货物
table_1,A02052399,其他制冷空调设备,,货物
table_1,A02052400,真空获得及应用设备,,货物
table_1,A02052401,真空获得设备,,货物
table_1,A02052402,真空应用设备,包括真空镀膜设备、真空树脂浇注设备、真空压力浸渍设备等。,货物
table_1,A02052403,真空检测设备,,货物
table_1,A02052404,真空系统附件,包括真空密封、真空冷凝器、油雾分离器、真空井等。,货物
table_1,A02052499,其他真空获得及应用设备,,货物
table_1,A02052500,分离及干燥设备,,货物
table_1,A02052501,离心机,包括上悬式离心机、活塞推料离心机、三足式离心机等。,货物
table_1,A02052502,分离机,,货物
table_1,A02052503,过滤机,,货物
table_1,A02052504,萃取机,包括重力分散萃取设备、机械搅拌萃取设备、机械振动萃取设备、脉冲型萃取设备、离心萃取设备等。,货物
table_1,A02052505,搅拌机械,,货物
table_1,A02052506,浓缩机械,,货物
table_1,A02052507,干燥机械,不包括容器干燥机械。,货物
table_1,A02052599,其他分离及干燥设备,,货物
table_1,A02052600,减速机及传动装置,,货物
table_1,A02052601,摆线针轮减速机,,货物
table_1,A02052602,行星减速机,,货物
table_1,A02052603,圆柱齿轮减速机,,货物
table_1,A02052604,圆锥齿轮减速器,包括直齿、斜齿、弧齿、摆线齿圆锥齿轮减速器，弧齿、摆线齿准双曲面齿轮减速器，零度齿锥齿轮减速器等。,货物
table_1,A02052605,蜗轮蜗杆减速器,,货物
table_1,A02052606,无级变速器,包括齿链式无级变速器、多盘式无级变速器、行星锥盘式无级变速器、行星锥轮式无级变速器、带式无级变速器、脉动式无级变速器等。,货物
table_1,A02052607,液力耦合器,包括普通型液力耦合器、限矩型液力耦合器、调速型液力耦合器、液力耦合器传动装置、液力减速器等。,货物
table_1,A02052699,其他减速机及传动装置,,货物
table_1,A02052700,飞轮和皮带轮,包括滑轮、滑轮组。,货物
table_1,A02052800,离合器,汽车、摩托车离合器除外。,货物
table_1,A02052900,联轴器,包括挠性联轴器、刚性联轴器等。,货物
table_1,A02053000,铰接链条,包括滚子链、套筒链、齿形链、平顶链、板式链、弯板链、板式销轴链等。,货物
table_1,A02053100,包装机械,,货物
table_1,A02053101,充填机械,包括容积式充填机械、量杯式充填机械、气流式充填机械、柱塞式充填机械、螺杆式充填机械、计量泵式充填机械、插管式充填机械、推入式充填机械、拾放式充填机械、重力式充填机械、称重式充填机械等。,货物
table_1,A02053102,灌装机械,包括负压灌装机、常压灌装机、等压灌装机、无菌灌装机等。,货物
table_1,A02053103,封口机械,包括热压封口机、脉冲封口机、超声波封口机、熔焊封口机、压纹封口机、折叠式封口机、插合式封口机、滚压封口机、卷边封口机、压力封口机、旋合封口机、胶带封口机、粘结封口机、结扎封口机、缝合机、钉合机等。,货物
table_1,A02053104,容器成型包装机械,包括制袋、制盒、制瓶等包装机械。,货物
table_1,A02053105,裹包机械,包括折叠式裹包机、扭结式裹包机、接缝式裹包机、覆盖式裹包机、缠绕式裹包机、拉伸裹包机、贴体裹包机、收缩裹包机等。,货物
table_1,A02053106,捆扎打包机械,包括机械式捆扎机、液压式捆扎机、气动式捆扎机、捆结机、压缩打包机等。,货物
table_1,A02053107,集合装箱机械,包括集装机、集装件拆卸机、堆码机等。,货物
table_1,A02053108,真空包装机械,,货物
table_1,A02053109,容器清洗机械,包括机械式容器清洗机、电解式容器清洗机、超声波式容器清洗机等。,货物
table_1,A02053110,容器消毒机械,包括热杀菌机、超声波杀菌机、电离杀菌机、化学杀菌机、微波杀菌机、高压杀菌机容器等。,货物
table_1,A02053111,容器干燥机械,包括容器热式干燥机、容器机械干燥机、容器化学干燥机、容器真空干燥机等。,货物
table_1,A02053112,贴标签机械,包括粘合贴标机、缩标签机、订标签机、挂标签机等。,货物
table_1,A02053113,包装计量机械,,货物
table_1,A02053114,多功能包装机械,包括充填-封口机、打开-充填-封口机、成型-充填-封口机等。,货物
table_1,A02053115,辅助包装机械,包括包装用打印装置、包装用隔板自动插入装置、包装用涂胶机等。,货物
table_1,A02053116,包装用软管制造机械,包括包装用铝质软管制造机械等。,货物
table_1,A02053117,饮料充气机,,货物
table_1,A02053199,其他包装机械,,货物
table_1,A02053200,植物等有机物粉碎选别设备,,货物
table_1,A02053201,粉碎机,,货物
table_1,A02053202,研磨机,,货物
table_1,A02053203,分选机,,货物
table_1,A02053204,筛分设备,,货物
table_1,A02053299,其他植物等有机物粉碎选别设备,,货物
table_1,A02053300,电动及小型台式工具,包括电动金属切削工具、电动砂磨工具、电动装配工具等。,货物
table_1,A02053400,机械设备零部件,,货物
table_1,A02059900,其他机械设备,,货物
table_1,A02060000,电气设备,,货物
table_1,A02060100,电机,,货物
table_1,A02060101,发电机,包括直流发电机、交流同步发电机、发电机组、旋转变流机等特殊电机等。,货物
table_1,A02060102,直流电机,包括爆炸性环境直流电动机等。,货物
table_1,A02060103,无刷直流电机,,货物
table_1,A02060104,交流电机,包括交流同步电动机、爆炸性环境交流同步电动机、交流异步电动机、爆炸性环境交流异步电动机、腐蚀性环境交流异步电动机、潜水(油、卤)交流异步电动机等。,货物
table_1,A02060105,交直流两用电机,,货物
table_1,A02060106,直线电机,,货物
table_1,A02060107,步进电机,,货物
table_1,A02060108,传感电机,,货物
table_1,A02060109,开关磁阻电机,,货物
table_1,A02060110,移相器,,货物
table_1,A02060111,潜水电泵,,货物
table_1,A02060199,其他电机,,货物
table_1,A02060200,变压器,包括电力变压器、变流变压器、电炉变压器、试验变压器、矿用变压器、牵引用变压器、电焊用变压器、电源变压器、箱式变压器等。,货物
table_1,A02060300,调压器,包括接触式(环型)调压器、接触式(柱型)调压器、感应式(电机型)调压器、移圈式(变压器型)调压器、磁性式(变压器型)调压器等。,货物
table_1,A02060400,变频设备,包括低频变频设备、中频变频设备、高频变频设备等。,货物
table_1,A02060500,电抗器,包括并联电抗器、串联电抗器、消弧线圈、轭流式饱和电抗器、分裂限流电抗器、滤波电抗器、混凝土柱式限流电抗器、启动电抗器、自饱和电抗器、调幅电抗器、限流电抗器、试验用电抗器、整流用平衡电抗器、整流用平波电抗器、阻尼电抗器、接地电抗器等。,货物
table_1,A02060600,互感器,包括电压互感器、电流互感器、组合互感器等。,货物
table_1,A02060700,避雷器,包括＜35kV 避雷器、(35～63)kV 避雷器、110kV 避雷器、220kV 避雷器、330kV 避雷器、500kV 避雷器等。,货物
table_1,A02060800,整流器,包括电磁式整流器、电子式整流器等。,货物
table_1,A02060900,镇流器,包括荧光灯用镇流器、低压钠灯用镇流器、高压钠灯用镇流器、高压汞灯用镇流器、金属卤化物灯用镇流器等。,货物
table_1,A02061000,半导体逆变设备,包括低频半导体逆变设备、中频半导体逆变设备、高频半导体逆变设备等。,货物
table_1,A02061100,半导体直、变流设备,包括直接直流变流器、间接直流变流器、直流脉冲电源等。,货物
table_1,A02061200,高压输变电用变流设备,包括换流阀、整流阀、逆变阀等。,货物
table_1,A02061300,牵引用变流器,包括干线铁道用半导体变流设备、工矿电力牵引用半导体变流设备等。,货物
table_1,A02061400,电机调速用半导体变流设备,包括直流电动机调速用变流设备、交流电动机调速用变流设备、电机启动用变流设备等。,货物
table_1,A02061500,电源设备,,货物
table_1,A02061501,稳压电源,,货物
table_1,A02061502,稳流电源,,货物
table_1,A02061503,稳频电源,,货物
table_1,A02061504,不间断电源,包括后备式不间断电源、在线式不间断电源等，也称UPS。,货物
table_1,A02061505,多用电源,,货物
table_1,A02061506,变频器,包括高压变频器、低压变频器等。,货物
table_1,A02061507,充电机,,货物
table_1,A02061508,直流电源,,货物
table_1,A02061509,交流电源,,货物
table_1,A02061510,原电池和原电池组,包括锌锰电池、氧化银电池、锂原电池、温差电池、贮备电池、燃料电池和核电池等。,货物
table_1,A02061511,蓄电池及充电装置,包括锂离子电池、氢镍电池、镉镍电池、超级电容器（或超级电池）、充电装置等。,货物
table_1,A02061512,电池及能源系统,包括太阳能电池及光伏发电储能电池系统，风力发电及储能电池系统等电能转换能源系统等。,货物
table_1,A02061599,其他电源设备,,货物
table_1,A02061600,电容器,包括固定电容器、可变电容器、微调电容器等。,货物
table_1,A02061700,生产辅助用电器,,货物
table_1,A02061701,电阻器,包括固定电阻器、可变电阻器和电位器、无源网络等。,货物
table_1,A02061702,变阻器,包括低压电路的变阻器等。,货物
table_1,A02061703,开关电器设备,包括高压开关设备、电力电子开关、高压负荷开关、柱上开关、高压接地开关、高压隔离开关、高压金属密封开关设备、低压电路开关、低压电路的转换开关等。,货物
table_1,A02061704,断路器,包括高压断路器、低压电路的断路器、剩余电流(动作)断路器等。,货物
table_1,A02061705,控制器,包括低压控制器等。,货物
table_1,A02061706,接触器,包括普通交流、普通直流、灭磁、时间、中频、高压、锁扣、电磁气动接触器、高压接触器、低压接触器等。,货物
